crop,district,state,month,year,price,unit,source
onion,Nashik,Maharashtra,8,2021,22.36,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,9,2021,15.83,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,10,2021,13.18,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,11,2021,11.26,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,12,2021,10.35,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,1,2022,11.31,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,2,2022,11.57,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,3,2022,12.88,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,4,2022,15.69,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,5,2022,21.9,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,6,2022,26.69,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,7,2022,27.01,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,8,2022,22.32,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,9,2022,18.38,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,10,2022,14.71,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,11,2022,13.57,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,12,2022,11.73,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,1,2023,10.52,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,2,2023,10.89,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,3,2023,13.22,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,4,2023,16.7,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,5,2023,24.81,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,6,2023,30.22,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,7,2023,27.48,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,8,2023,25.73,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,9,2023,21.9,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,10,2023,16.88,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,11,2023,15.16,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,12,2023,11.78,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,1,2024,13.59,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,2,2024,12.66,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,3,2024,15.16,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,4,2024,16.35,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,5,2024,24.14,kg,AGMARKNET_synthetic
onion,Nashik,Maharashtra,6,2024,32.08,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,1,2019,7.43,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,2,2019,8.84,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,3,2019,10.21,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,4,2019,13.17,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,5,2019,15.44,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,6,2019,24.1,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,7,2019,22.01,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,8,2019,18.57,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,9,2019,30.77,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,10,2019,39.48,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,11,2019,45.85,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,12,2019,41.63,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,1,2020,36.56,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,2,2020,19.23,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,3,2020,14.81,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,4,2020,14.14,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,5,2020,18.83,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,6,2020,25.31,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,7,2020,22.38,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,8,2020,20.76,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,9,2020,17.9,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,10,2020,14.03,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,11,2020,11.33,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,12,2020,10.66,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,1,2021,10.08,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,2,2021,12.44,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,3,2021,12.13,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,4,2021,15.28,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,5,2021,21.86,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,6,2021,25.33,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,7,2021,23.06,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,8,2021,19.77,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,9,2021,16.28,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,10,2021,13.63,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,11,2021,12.39,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,12,2021,11.2,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,1,2022,11.64,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,2,2022,12.19,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,3,2022,12.2,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,4,2022,17.06,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,5,2022,20.77,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,6,2022,24.4,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,7,2022,26.9,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,8,2022,23.4,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,9,2022,18.45,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,10,2022,15.02,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,11,2022,14.21,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,12,2022,12.25,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,1,2023,11.94,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,2,2023,12.76,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,3,2023,13.37,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,4,2023,17.3,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,5,2023,22.81,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,6,2023,31.23,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,7,2023,29.98,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,8,2023,29.02,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,9,2023,22.76,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,10,2023,17.84,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,11,2023,14.33,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,12,2023,11.99,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,1,2024,11.87,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,2,2024,14.84,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,3,2024,16.7,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,4,2024,18.81,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,5,2024,27.2,kg,AGMARKNET_synthetic
onion,Pune,Maharashtra,6,2024,28.34,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,1,2019,7.67,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,2,2019,8.3,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,3,2019,8.13,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,4,2019,12.63,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,5,2019,17.57,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,6,2019,20.06,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,7,2019,19.93,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,8,2019,17.17,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,9,2019,32.85,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,10,2019,37.6,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,11,2019,38.79,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,12,2019,47.62,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,1,2020,35.34,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,2,2020,16.76,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,3,2020,13.39,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,4,2020,14.03,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,5,2020,18.2,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,6,2020,22.1,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,7,2020,23.15,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,8,2020,20.49,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,9,2020,16.83,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,10,2020,13.2,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,11,2020,11.8,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,12,2020,9.49,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,1,2021,10.51,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,2,2021,10.58,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,3,2021,12.23,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,4,2021,12.77,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,5,2021,16.4,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,6,2021,21.06,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,7,2021,24.59,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,8,2021,20.18,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,9,2021,15.55,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,10,2021,13.38,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,11,2021,9.69,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,12,2021,11.49,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,1,2022,11.78,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,2,2022,11.19,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,3,2022,12.41,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,4,2022,15.58,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,5,2022,20.64,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,6,2022,26.26,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,7,2022,25.17,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,8,2022,22.84,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,9,2022,18.43,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,10,2022,14.39,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,11,2022,12.05,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,12,2022,11.79,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,1,2023,11.35,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,2,2023,11.67,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,3,2023,12.78,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,4,2023,15.53,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,5,2023,21.03,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,6,2023,26.94,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,7,2023,27.53,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,8,2023,24.04,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,9,2023,19.28,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,10,2023,15.49,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,11,2023,13.35,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,12,2023,12.81,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,1,2024,12.15,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,2,2024,14.16,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,3,2024,16.12,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,4,2024,16.8,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,5,2024,21.43,kg,AGMARKNET_synthetic
onion,Ahmednagar,Maharashtra,6,2024,33.42,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,1,2019,7.52,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,2,2019,7.06,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,3,2019,10.04,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,4,2019,13.53,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,5,2019,15.86,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,6,2019,20.5,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,7,2019,19.3,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,8,2019,18.2,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,9,2019,32.48,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,10,2019,27.42,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,11,2019,36.52,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,12,2019,37.38,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,1,2020,36.92,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,2,2020,16.16,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,3,2020,12.94,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,4,2020,13.3,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,5,2020,16.25,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,6,2020,19.47,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,7,2020,18.79,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,8,2020,17.27,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,9,2020,14.13,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,10,2020,13.57,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,11,2020,10.92,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,12,2020,9.95,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,1,2021,8.92,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,2,2021,9.1,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,3,2021,10.62,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,4,2021,13.82,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,5,2021,17.65,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,6,2021,21.86,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,7,2021,23.08,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,8,2021,19.21,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,9,2021,15.44,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,10,2021,11.93,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,11,2021,10.69,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,12,2021,9.47,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,1,2022,9.3,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,2,2022,10.62,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,3,2022,12.03,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,4,2022,15.03,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,5,2022,21.39,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,6,2022,27.46,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,7,2022,22.46,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,8,2022,21.12,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,9,2022,16.61,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,10,2022,13.98,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,11,2022,13.12,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,12,2022,11.49,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,1,2023,11.01,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,2,2023,11.39,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,3,2023,13.3,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,4,2023,14.5,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,5,2023,20.6,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,6,2023,29.05,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,7,2023,25.96,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,8,2023,23.14,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,9,2023,20.48,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,10,2023,18.09,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,11,2023,12.21,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,12,2023,11.27,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,1,2024,10.92,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,2,2024,11.6,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,3,2024,15.35,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,4,2024,17.66,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,5,2024,22.94,kg,AGMARKNET_synthetic
onion,Solapur,Maharashtra,6,2024,27.58,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,1,2019,9.28,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,2,2019,8.82,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,3,2019,10.18,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,4,2019,12.8,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,5,2019,16.27,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,6,2019,21.4,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,7,2019,20.72,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,8,2019,17.95,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,9,2019,29.11,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,10,2019,35.11,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,11,2019,45.6,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,12,2019,43.26,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,1,2020,36.34,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,2,2020,18.03,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,3,2020,13.79,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,4,2020,13.39,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,5,2020,17.12,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,6,2020,21.52,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,7,2020,22.09,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,8,2020,17.61,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,9,2020,15.81,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,10,2020,12.71,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,11,2020,11.27,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,12,2020,9.94,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,1,2021,10.0,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,2,2021,9.56,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,3,2021,12.5,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,4,2021,14.99,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,5,2021,18.13,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,6,2021,23.04,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,7,2021,20.19,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,8,2021,19.66,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,9,2021,16.58,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,10,2021,14.33,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,11,2021,9.52,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,12,2021,8.11,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,1,2022,10.6,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,2,2022,11.93,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,3,2022,13.42,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,4,2022,14.28,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,5,2022,20.22,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,6,2022,29.8,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,7,2022,27.59,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,8,2022,22.82,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,9,2022,17.98,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,10,2022,13.46,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,11,2022,12.86,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,12,2022,13.49,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,1,2023,11.63,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,2,2023,11.96,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,3,2023,14.6,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,4,2023,15.48,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,5,2023,23.04,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,6,2023,29.07,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,7,2023,26.12,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,8,2023,24.22,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,9,2023,22.46,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,10,2023,16.65,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,11,2023,12.9,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,12,2023,12.88,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,1,2024,11.88,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,2,2024,13.92,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,3,2024,15.17,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,4,2024,19.96,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,5,2024,24.61,kg,AGMARKNET_synthetic
onion,Satara,Maharashtra,6,2024,29.73,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,1,2019,8.81,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,2,2019,8.99,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,3,2019,9.67,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,4,2019,12.3,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,5,2019,15.3,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,6,2019,18.79,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,7,2019,20.54,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,8,2019,18.33,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,9,2019,35.42,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,10,2019,35.18,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,11,2019,39.61,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,12,2019,40.17,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,1,2020,38.98,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,2,2020,19.68,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,3,2020,14.62,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,4,2020,16.56,kg,AGMARKNET_synthetic
onion,Sangli,Maharashtra,5,2020,20.71,kg,AGMARKNET_synthetic
